Job_title,Location,Work_environment,Work_time,Experience_level,Description,Company_name
"Sr. Manager/ AGM - Sales, RLDL ","Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"Rupayan Land Development Ltd. is looking for Sr. Manager/ AGM - Sales, RLDL

Job Description / Responsibility
1. Expected to be target oriented and ensure the achievement on time.
2. Setting Sales goals & developing sales strategies the incumbent has to visit clients.
3. Creating new customers to accrue the sales target.
4. Handling customer queries and complaints Building a strong relationship with the customer.
5. Arrange project visits for the clients as per requirement Maintain & Update customer database
6. Visit and follow up with prospective customers regularly. Maintain relationships with existing customers.
Educational Requirements
Masters", Rupayan Land Development Ltd.
Trainer - Microsoft Azure Administrator ,"Rajshahi, Bangladesh",On-site,Full-time,Entry level,"CSL Training is looking for Trainer - Microsoft Azure Administrator
Job Description / Responsibility
CSL Training is an institution that has been offering ICT-related Training since 2006 on over 60 subjects. Apart from regular training, 100% Job Placement Training, Diploma industrial training, Vendor Exam, and Exam preparation are supported. We are looking for an experienced and enthusiastic Microsoft Azure Administrator in Rajshahi part-time gest trainer. If this sounds like something you are interested in, please apply.
Job Responsibilities:
• Develop and deliver comprehensive training programs and workshops.
• Create detailed course materials, including slides, exercises, and hands-on projects.
• Provide individual coaching and mentorship to students.
• Assess student performance and provide constructive feedback.
• Stay current with the latest trends and advancements in Microsoft azure process.
• Follow the course curriculum and help the students to make progress and complete the courses based on the curriculum within the course duration.
• Collaborate with other trainers and team members to continuously improve training content.
• Assist in the development of online learning modules and e-learning platforms.
• Participate in industry events and conferences to represent the company and promote its training programs.
Educational Requirements
Bachelors in computer science information technology, or a related field.
Skills Required: AWSAzure Cloud Administration, Entity framework and Azure cloud., Azure Server
Experience Requirements
At least 2 year(s)
The applicants should have experience in the following business area(s): Training Institutes, IT Enabled Service
Additional Requirements
Industry certifications in Azure-related areas.
Proven experience as Azure Trainer or similar role.
Strong knowledge of Azure and other testing frameworks.
Proficiency in Azure
Excellent communication and presentation skills.
Ability to explain complex concepts in a clear and concise manner.
Strong organizational skills and attention to detail.
Passion for teaching and helping others succeed.
Experience with other test automation tools
Familiarity with continuous integration/continuous deployment of various Azure
Vendor certification will Add Extra advantage.
Job Location
Rajshahi", CSL Training 
Call Agent (Inbound),"Dhaka, Bangladesh",On-site,Full-time,Entry level,"Metrocem Group is looking for Call Agent (Inbound)

 Job Description / Responsibility
Receiving incoming calls from customers.
Answer incoming calls from customers and respond to their inquiries and complaints in a professional manner
Provide accurate and complete information to customers by using the right tools, processes, and procedures
Resolving issues or concerns regarding your product/service
Update customer information in the database as needed.

Educational Requirements
Bachelor of Business Administration (BBA) in Marketing
Bachelor of Commerce (BCom) in Marketing
Skills Required: Punctual, Presentation, Manage Calls

Experience Requirements
2 to 4 year(s)

Job Location
Dhaka (Motijheel)
Salary
Negotiable", Metrocem Group 
Manager - Business Development ,"Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"Miniso Bangladesh Ltd. is looking for Manager - Business Development

Job Description / Responsibility
Miniso Bangladesh Ltd. a business concern of Evince Group and an eminent global retail chain operating across the world and world's fastest growing retail chain is steering its operation in Bangladesh is looking for suitable candidates to work in its Business Development Department as a Lead. He/she has to manage and assume overall responsibility of the business development operation of the business by planning, representing, enacting and directing all operational as well as developmental aspects of each outlets and driving sales and growth whilst minimizing costs.

Search, visit, analyses, possible locations for new franchisee store and updating data on potential locations, property owner and the new franchisees for the expansion of the company Business.
Maintain good relationship & day-to-day communication with existing franchisee and solve their query for smooth operation.
Keep viable broker information with proof and individual in the database.
 Submitting feasible ROI projection for New Stores Vs. actual business growth periodical basis as per company/ Franchisee's requirement as well as management requirement.
Coordinating with the entire in house departments for operational process to be smooth. (e.g HR , Accounts, Product Department, Marketing etc.)
He/she needs to maintain a franchisee database consisting of interested franchisee contact information and status which is to be updated & presented to management on a weekly basis.
He/she will maintain source wise different customer & potential/ interested customer data base and communicate the customer/ interested customer monthly and/or various occasions over phone & email. Shall give a monthly franchisee sourcing report to the management.
He/she will prepare rent agreement as per management instructions along with company lawyer & arrange deed signing ceremony at corporate office or any other place as per management instructions. 
Franchisee Meeting & presentation should be presented and final agreement signing ceremony to be held as per the policy. Relevant decorations and other particulars to be approved from management.
Coordination meeting with all relevant department regarding store opening (Sub Franchisee/ Master Franchisee) for acknowledging action plan towards next store opening. A complete Gantt chart based on the action plan with stipulate date should be circulated among the departments. Subsequent follow up to be made accordingly.
He/she will take initiative and be liable to recover the payments from franchisee as per agreement. He/she will maintain constant communication through all channels and shall maintain franchisee wise accounts & submit the same to the management once in every week.
He/she will plan & arrange back up operational & sales strategies for all store to ensure sustainable sales as well as profit to avoid loss in the stores. Ensure all stores (Franchisee & own stores) are in profitable pool and franchisee are retained at high stake.
Seek and continuously develop knowledge and information about competitor activity, pricing and tactics, market scenario and operational strategies and communicate this to relevant departments as well as management for implementing necessary changes immediately with formal approval.
Doing the store feasibility, profitability & ROI study through constant market research.

Educational Requirements
Master of Business Administration (MBA)
Bachelor of Business Administration (BBA)

Experience Requirements
5 to 7 year(s)
The applicants should have experience in the following business area(s): Retail Store

Additional Requirements
Stress taking ability, bear right mentality to finish projects within deadline. Able to show professionalism in most negative environment. A can-do attitude is required to perform at highest level in this position.
Must be able to work under pressure, smooth negotiation ability with internal and external customer. Multi-function skill is pre-requisite criteria for this position. Computer literacy is a must along with MS Office (Word, Excel, PowerPoint, Access, Outlook etc.) applications expertise. 
Excellent communication skills (Written & Oral) in English is a must.

Job Location
Dhaka", Miniso Bangladesh Ltd.
"Manager, Hospital Operations - ","Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"An Esteemed Healthcare Group is looking for Manager, Hospital Operations

Job Description / Responsibility
Supervise daily administrative operations
Monitor expenses and suggest cost-effective alternatives
Plan & prepare quarterly and annual budgets
Develop and implement policies for all operational & Administrative procedures
Counselling with patients & resolve potential issues
Prepare work schedules
Maintain & organize medical and employee records
Train, Monitor & Evaluate performance of administrative staff
Ensure prompt ordering and stocking of medical and office supplies
Answer queries from doctors, nurses and healthcare staff
Stay up-to-date with healthcare regulations

Educational Requirements
Honors/ Master’s from any reputed university.

Experience Requirements
10 to 12 year(s)
The applicants should have experience in the following business area(s):Pharmaceutical/Medicine Companies

Additional Requirements
10 to 12 years of relevant working experience (at least 2-3 years in a managerial position) in any Reputed Public & Private Eye Hospital.
roven work experience as a Hospital Administration Manager, Eye Hospital Manager or similar role.
Knowledge of medical terminology and hospital industry
Hands-on experience with database systems and MS Office package
Solid understanding of healthcare procedures and regulations
Familiarity with medical transcription
Excellent organizational and time management skills", An Esteemed Healthcare Group
Senior Manager - Information Technology Department ,"Dhaka, Bangladesh",On-site,Full-time,Executive,"Epyllion Group is looking for Senior Manager - Information Technology Department (For Corporate)

Key Points
We are seeking a skilled and passionate .NET Core developer to join our dynamic development team.

Job Description / Responsibility
Design, code, and implement software solutions according to best practices and coding standards.
Develop, test, and deploy new features and functionalities for existing web applications as well as build new software applications from scratch using ASP.Net MVC, .NET Core, REST API, Web Service, Webhook technologies or any other tools and technologies appropriate for the solutions.
Collaborate with product managers and other stakeholders to gather and analyze requirements and translate them into technical specifications.
Participate in the full software development lifecycle, including requirements gathering, design, development, testing, and deployment.
Troubleshoot and debug issues and provide timely resolutions to ensure smooth application performance.
Optimize application performance and scalability by implementing efficient coding practices.
Conduct code reviews and provide constructive feedback to ensure code quality and maintainability.
Collaborate with cross-functional teams to integrate external systems and services through REST API, Web Services, and Webhooks.
Document software specifications, technical designs, and code changes to facilitate knowledge sharing and future maintenance.
Stay up to date with the latest .NET Core developments, tools, and technologies to continuously improve the development process.

Experience Requirements
At least 15 year(s)
The applicants should have experience in the following area(s):ERP Implementation
The applicants should have experience in the following business area(s):Telecommunication,Software Company,IT Enabled Service,Garments,Group of Companies

Additional Requirements
Strong proficiency in .NET framework, including C# language features and libraries.
Experience in developing web applications using ASP.NET Core and/or MVC frameworks.
Solid understanding of object-oriented programming (OOP) principles and design patterns.
Proficiency in working with relational databases, such as SQL Server, PGSQL, or MySQL, and writing efficient SQL queries.
Familiarity with front-end web technologies, such as HTML, CSS, JavaScript, and modern JavaScript frameworks (e.g., React, Angular, or Vue.js).
Experience in using source control systems (e.g., Git) and continuous integration/continuous deployment (CI/CD) tools.
Strong problem-solving and analytical skills, with the ability to quickly grasp complex systems and troubleshoot issues.
Excellent communication and collaboration skills, with the ability to work effectively in a team environment.
Ability to manage multiple tasks and priorities, meet deadlines, and adapt to changing requirements.
Experience with cloud platforms (e.g., Azure, AWS) and containerization technologies (e.g., Docker, Kubernetes) is a plus.

Job Location
Dhaka (Tejgaon)", Corporate
"Sourcing, Pricing & Product Development Manager STANLEY AND STELLA SA ","Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"STANLEY AND STELLA SA BANGLADESH LIAISON OFFICE is looking for Sourcing, Pricing & Product Development Manager
Key Points
Key Stakeholders
Local: Own team; suppliers, Official institutions.
Overseas: STANLEY/STELLA HQ, mainly but not limited to Operations, ST/ST China team, overseas vendors & agents.
Job Description / Responsibility
LEADERSHIP· 
Backing up the BLO Country Manager in his absence (“second in command”)· 
Functional management/influencing of BLO team members (direct/non-direct report)· 
Follow up on requirements from Country Manager (BLO) and Head of Operations (HQ)· 
Team management for pricing, sourcing, and product development. 
PRICING & PRODUCT DEVELOPMENT:· 
Pricing negotiation with suppliers (garment factories, materials suppliers, any vendors)· 
Detailed costing (in OCS) with all details, including SMV calculation and cost per minute.· 
Managing the pricing database (cleaning & process mgt. / each price actionable)· 
Develop Pricing negotiation strategy and roadmap. Analyzing pricing data, market trends, and supplier performance to make informed decisions while ensuring that all pricing and sourcing details are accurate and consistent aligning with company goals· 
Lead Product development at BLO aligning with ST/ST pricing policy· 
Develop time and action plans for all launch orders/projects and ensure on-time delivery 
SOURCING:· 
Sourcing new garment suppliers in Bangladesh, Asia, and Africa, for different product types, following Stanley Stella’s DNA, changing market conditions, and selection criteria in terms of Sustainability, Quality, Lead Time, MOQ, Price competitiveness, Capacity, and ERP integration, etc… (list not exhaustive)· 
Benchmarking product purchase price and other KPIs to find the best supplier.· 
Sourcing new raw material or accessories suppliers (special yarn/fabrics/trims/Bags/Headwear…)· 
Preparing supplier KPI scorecard on Sourcing and Merchandising skills.· 
SWOT analysis on new suppliers for integration assessment.· 
Follow the Approval Process for new supplier integration.· 
Traveling to the factories regularly to have the best knowledge of the suppliers’ capabilities and best judge the integration of new suppliers.· 
Ensure new supplier signature of all contractual documents (contract, COC, QIM, TIM…)· 
Ensure Quality Assurance and Quality Control processes for new suppliers outside of BD (together with BLO and HQ quality teams).· 
Providing guidance on Tech pack updates (to the Product Development teams) to ensure any supplier would understand the Product without having the samples in hand.· 
Trace & Map the whole supply chain from ginning mills to garment factories. 
Educational Requirements
Bachelor/Honors
Masters
Skills Required: Product Development, Sourcing, Leadership, Product Pricing, Strategic Decision Making, Fluent in English Speaking, Strong communication and presentation skills, Strong Business Acumen, Good influencing skill, Cross Functional Collaboration
Experience Requirements
5 to 10 year(s)
The applicants should have experience in the following business area(s): Textile
Additional Requirements
Leadership, Influencing skills· 
Maturity, Business acumen, Problem-solving · 
Strong ability to build and maintain relationships with suppliers, vendors, and internal teams· 
Ability to work well with cross-functional teams and collaborate to achieve common goals· 
Ability to prioritize tasks and manage time effectively to meet deadlines· 
Willingness to consider new ideas and approaches to sourcing and pricing maintaining honesty and transparency in all dealings with suppliers and stakeholders· 
Ability to mentor and guide team members to enhance their skills and performance with at least 5 years of experience in managing a team of 7· 
Comprehensive knowledge of sustainable sourcing and manufacturing practices, including certifications and standards· 
High Profile communication, Strategic thinking, Analytical skills· 
Strong Excel acumen and all Microsoft applications (PPT…)· 
Helicopter & detailed view/knowledge at the same time· 
Genuine, Integer, Honest· 
Graduate/ Masters. Educational Background in Textile Technology will be an added advantage for the positions.· 
Apparel expertise (factory experience is a plus) on different product types and global exposure.· 
Fluent English & Bangali· 
Exposure to Quality Assurance is a plus. 
Job Location
Anywhere in Bangladesh", BANGLADESH LIAISON OFFICE 
Brand Manager - ,"Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"Images Ltd. is looking for Brand Manager

Job Description / Responsibility
Grow company revenues by developing new products
Participate in creating, launching, or implementing new products.
Manage future and existing assigned products, set objectives and report on performance.
Oversee development of advertising, public relations and all marketing communications to meet product objectives.
Lead teams in developing and defining business requirements for retention products.
Develop the quality standard and rules and regulations for achieving the expected quality.
Plan, arrange and execute promotional activities of all products and services.
Receive customer`s phone calls and answer queries.
Regularly maintain and update customer`s database based on information.
Building and maintaining profitable relationships with key customers.
Ensure customer services according to the given requirements.
Ensure profitable growth of the business by achieving Periodic Targets.
Organize customer satisfaction survey to evaluate customer’s assessment on our customer- focused service.

Educational Requirements
Bachelor of Business Administration & Master of Business Administration, Major: Marketing at any reputed Institute/University.

Additional Requirements
Fresher’s are also encouraged to apply.
The applicants should have experience in the following area(s): Brand Development, Brand Promotion, Client Service, Customer Relationship Management, Call Center.
Excellent Communication Skill, Negotiation Skill, Creative & Analytical thinking.
Excellent command in MS Office applications.

Job Location
Dhaka (Aftabnagar)", Images Ltd.
Student Admission Representative Officer ,"Dhaka, Bangladesh",On-site,Full-time,Executive,"Hoque Consultancy (Dhaka) is looking for Student Admission Representative Officer

Job Description / Responsibility
Looking for an Opportunity to work in a fast paced, vibrant environment in the field of International Student recruitment? Hoque consultancy Ltd is a leading Education consultancy for International students aspiring to come to the United Kingdom for higher education. Be a part of this dedicated organization and help students achieve their dreams.

Job Location:- Dhanmondi- Dhaka Branch, Bangladesh
Advise prospective students on the admission process, including entry criteria, qualification required, choice of universities, Scholarship availability, and choice of courses.
Complete the documentation process step by step with the student.
Complete the application process
Follow up on the documents and provide assistance and advice to students throughout the process.
Timely update of the admission process to the students and families.
Supporting student in writing CV and statement of purpose.
Update and maintain a database of students information.
Assist in recruiting new students by overseeing promotional events, video and campus tours.

Educational Requirements
Bachelor of Business Administration (BBA)
Master of Business Administration (MBA)
Skills Required: IELTS or any other English qualifications, Proficiency in English writing and speaking

Experience Requirements
1 to 5 year(s)
The applicants should have experience in the following business area(s):Immigration and Education Consultancy Service

Job Location
Dhaka (Dhanmondi, Kalabagan)

Salary
Tk. 15000 - 20000 (Monthly)", Hoque Consultancy 
"Executive, Supply Chain and Commercial (Oriental Group). ","Dhaka, Bangladesh",On-site,Full-time,Entry level,"Oriental Ecowoods Ltd. is looking for Executive, Supply Chain and Commercial (Oriental Group).
Job Description / Responsibility
Context:
Oriental Eco Woods Ltd is a leading wood composite product manufacturer in Bangladesh. Oriental Ecowoods Ltd. is looking an honest, energetic and punctual Executive for Supply Chain and Commercial Department.
Job Responsibilities:
Identify suitable suppliers and negotiate for the best value without compromising the quality & specifications.
Develop alternative sources of supply in both local and foreign market & maintain smart supplier`s database.
Communicate with factory for material status and other factor/s in a regular basis. Regularly monitor supplier`s performance & build up best business relationship with preferred suppliers.
Execute, monitor and manage Letters of Credit (LCs) related work which include the opening of L/Cs, Monitoring shipments, organizing shipping documents and custom clearing.
Collaborate with other departments to create coordinated plans for business growth.
To coordinate with Accounts & Finance department regularly for shipment schedule and fund management activities.
Any other duties assigned by the management as and when required.
Educational Requirements
BBA/ MBA in Supply Chain/ Banking and Finance.
PGD in Supply Chain is also preferable.
Experience Requirements
At least 1 year(s)
Additional Requirements
Training/ Short Course in relevant field will get extra priority.
Must be fluent in both English & Bangla
Excellent interpersonal & communication skills
Computer proficiency in office program
Maintain an overall positive attitude
Must be capable to work independently.
Job Location
Dhaka (Dhanmondi)", Oriental Ecowoods Ltd. 
Intern - Human Resources ,"Dhaka, Bangladesh",On-site,Full-time,Internship,"Daraz Bangladesh Ltd. is looking for Intern - Human Resources

Job Description / Responsibility
Assist with hiring needs for riders, operators, and others.
Schedule and conduct bulk interviews.
Maintain the database (Google Sheets and others).
Conduct background checks and verify NID, certificates, and other documents.
Prepare onboarding materials for all new and existing riders, operators, and others.
Prepare and maintain documentation for riders, operators, and others.
Continuously source riders, operators, and others.

Educational Requirements
Bachelor/Honors
Skills Required: Communication, Technical Skills, Google Sheets, facebook ads, Facebook Ads Manager, Excel

Job Location
Dhaka

Salary
Tk. 8000 - 10000 (Monthly)", Daraz Bangladesh Ltd. 
Document Controller (Officer-I) ,"Chattogram, Bangladesh",On-site,Full-time,Executive,"Mamiya-OP (BD) Ltd. is looking for Document Controller (Officer-I)

Job Description / Responsibility
Must have good Knowledge on Adobe Illustrator (Ai)
Creating product drawings as per specification using Ai.
Handling intake and storing all documents (soft & hard copies).Filing and archiving relevant documentation.
Designing templates for documents by using MS- Office.
Checking and editing documents for accuracy.
Reporting errors or developments regarding document storage to the In-charge.
Ensuring the secure destruction and disposal of sensitive documents.
Updating and maintaining document management systems and physical records.
Maintaining the security of confidential documents.
Assisting employees & manpower with accessing documents through our document management system.
Documentation needs to be controlled & designed as per ISO 9001:2015.
Review & verify the SOP and bring modifications if needed.
Helping to ensure the countdown schedule in the planning stages of a specific project.
Assisting to review & confirm the design review.
Ensuring all documentation meets formal requirements & required standards.
Educational Requirements
Bachelor of Science (BSc) in Computer Science & Engineering
Bachelor of Science (BSc) in Computing & Information System
Skills Required: MS Word/ Excel/ PowerPoint/ OneNote, Data Base Management, Documentation and Reporting, Document management, ISO 9001:2015, Documentation skill, English Communication Skill, Document organization and storage, Adobe Illustrator and Adobe Photoshop
Experience Requirements
3 to 5 year(s)
The applicants should have experience in the following business area(s):
Manufacturing (Light Engineering and Heavy Industry)
Job Location
Chattogram", Mamiya-OP 
DGM/AGM- Corporate Sales (Real Estate Experience only) ,"Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"Rupayan Housing Estate Limited is looking for DGM/AGM- Corporate Sales (Real Estate Experience only)

Key Points
Candidate must have 13-15 years experience in Real Estate Industry

Job Description / Responsibility
Design sales plan and review periodically
Formulate and optimize periodical sales target
Development and manage sales budget
Relationship building and maintaining with different Corporate Houses, Banks, NBFI
Responsible to execute different Agreements/ MOU signing with Banks and NBFI
New business acquisition from different Corporate Houses, Banks and NBFI
Coordination with respective legal and logistic department for compliance issues Responsible to uphold and maintain corporate affairs and communication of the company
Conduct sales related campaign/communication and activation programs
Identify potential market along with new sales opportunities
Leading a sales team to achieve the sales target
Closely work with associated departments (i.e., marketing, product acquisition, sales etc.)
Establish guidelines to develop effective sales strategy and ensure customer satisfaction
Create and manage database align with the organizational system
Market analysis and gather market intelligence to develop effective corporate sales plan
Periodical report generation and presentation as per management guidance
Any other task assigned by the management as and when necessary

Educational Requirements
Masters
Skills Required: Customer Relation, Sales & Marketing, Communication, Negotiation Skills, Problem Solving Ability

Experience Requirements
13 to 15 year(s)
The applicants should have experience in the following business area(s): Real Estate", Rupayan Housing Estate Limited 
Intern - HR ,"Dhaka, Bangladesh",On-site,Full-time,Entry level,"W3 Engineers Ltd. is looking for Intern - HR
Job Description / Responsibility
Job Context:
W3 Engineers Ltd. is seeking dynamic HR graduates with exceptional communication skills to undertake various administrative tasks and provide support to our HR department in its day-to-day activities.
Job Responsibilities:
Day-to-Day HR Support:
Active participation in recruitment, including posting job openings, reviewing resumes, and conducting initial screenings.
Research hiring trends and implement best practices.
Strengthen the campus recruiting program and create an events calendar for HR initiatives.
Coordinate and schedule interviews.
Facilitate onboarding activities for new hires.
Assist in managing employee files and ensuring their accuracy and completeness.
Contribute to the efficient handling of leave management processes.
Content Creation:
Ensure all HR content is clear, concise, and aligned with company standards.
Prepare social media posts for the company.
Data Management:
Maintain accurate and up-to-date employee records in the HRIS (Human Resources Information System).
Assist in compiling and analyzing HR data.
Communication:
Facilitate effective communication within the HR team and across departments.
Assist in drafting internal communications related to HR initiatives.
Employee Relations:
Address employee queries and escalate issues as needed.
Collaborate with team members to achieve project goals.
Educational Requirements
Bachelor of Science (BSc) in Computer Science & Engineering
Bachelor of Business Administration (BBA) in Business Administration
Bachelor of Business Administration (BBA) in Human Resource Management
Skills Required: HRIS/ HR Database Management, HR Operations, Microsoft Office Suite, Canva
Job Location
Dhaka (Banani)", W3 Engineers Ltd.
Business Development Ops Coordinator,APAC,Remote,Full-time,Entry level,"Who we are

Mantle Ecosystem comprises an Ethereum layer 2 (L2) — Mantle Network, a decentralized autonomous organization (DAO) — Mantle Governance, one of the largest on-chain treasuries — Mantle Treasury, and an upcoming Ether (ETH) liquid staking product — Mantle LSD: all built on Ethereum. Mantle token is the unified product and governance token of the ecosystem. Mantle is a fast-growing, DAO-led ecosystem whose goal is the mass adoption of decentralized and token-governed technologies.

Mantle’s first core product is Mantle Network, an L2 technology stack for scaling Ethereum. Mantle Network strives to be compatible with the Ethereum Virtual Machine. Mantle Network’s modular architecture separates transaction execution, data availability, and transaction finality into modules — which can be individually upgraded and adopt the latest innovations. Mantle Network is the first L2 to partner with ETH restaking protocol EigenLayer for the data availability module. By adopting a rollup architecture, Mantle Network is secured by Ethereum. As the world’s first DAO-spawned L2, Mantle Network is pioneering a vision for the mass adoption of token-governed technologies.

Your Role

We strive for excellence in all aspects of our business operations. We are seeking a proactive and organized Internal Coordinator to support our Business Development Operations. The successful candidate will play a pivotal role in streamlining our internal processes to enhance our operational efficiency.

As an Internal Coordinator for Business Development team, you will be responsible for supporting the business development team by managing day-to-day administrative and operational tasks. This role is ideal for individuals who are detail-oriented, efficient, and capable of managing multiple tasks effectively.

Key Responsibilities

Assist in the management of daily operational and administrative functions in the business development department.
Coordinate and schedule meetings, prepare meeting agendas, and ensure all necessary materials are ready for review.
Maintain and update records and databases with client, financial, and other data.
Assist with the preparation of reports and presentations for internal and external stakeholders.
Manage communications between internal departments to ensure smooth operation of business development projects.
Support the team in managing workflows, timelines, and compliance with internal policies and procedures.
Handle confidential information with discretion and in accordance with data protection regulations.

Your Craft

Bachelor’s degree in Business Administration, Management, or a related field.
Proven experience as an internal BD coordinator, or a similar role.
Strong organizational and planning skills with the ability to prioritize effectively.
Excellent communication and interpersonal skills.
Ability to work independently and as part of a team.
High attention to detail and problem-solving skills.
Knowledge of CRM systems and practices.

If you think you have valuable experience to bring to the organization, but don’t necessarily meet all of the criteria for the role, we still want to hear from you. We consider all applications.",Windranger Labs
Sr. Executive / Asst. Manager (Marketing & Sales) - ,"Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"Aasceend Property Development Limited is looking for Sr. Executive / Asst. Manager (Marketing & Sales)

Key Points
Maintain positive relationship with prospective customers.
Achieve sales targets.
Close sales and achieve quarterly quotas.
Interacting with potential buyers.
Resolving unique customer issues

Job Description / Responsibility
Candidates with experience in Real Estate sector and land development will be given preference.
Must be able to meet him own targets and target accepting mentality.
Regular basis market visit and attending the meeting with potential clients.
Property visits with the client at the scheduled time.
Organizing site visits and viewings with clients as necessary.
Must be experienced and negotiating price and payment schedule in real estate perspective.
To look after direct sales, product promotion and activates, manage all marketing communications.
Prepare and submit daily works reports to superior.
Market mapping and creating client database & maintaining client`s records.
Report to team leader for any programs and achieve sales targets.
Helping determine pricing schedules for quotes, promotions and negotiations.
Giving Sales presentations to a range of prospective clients.
Coordinating efforts with marketing programs.
Identifying and generating new clients and potential sales opportunities.
Walking together with marketing team to build lead pipeline.

Educational Requirements
Bachelor of Business Studies (BBS)
Master of Business Administration (MBA)
Skills Required: Sales planning, Good communication skill, Problem Solving Ability, Time Management and Prioritization

Experience Requirements
4 to 8 year(s)
The applicants should have experience in the following business area(s): Real Estate, Developer

Job Location
Dhaka", Aasceend Property Development Limited
Credentialing Specialist (Night Shift Only) ,"Dhaka, Bangladesh",On-site,Full-time,Associate,"Radiant Data Systems Ltd is looking for Credentialing Specialist (Night Shift Only)

Job Description / Responsibility
Engage & communicate with clients from the USA Via phone and email to manage daily tasks effectively.
Utilize the available Data Platform System to analyze and verify critical documents.
Thoroughly review documents to identify any missing information, and proactively communicate with clients to obtain the necessary documents and details.
Able to work night shifts only.
Weekdays: 5 days in a week.Weekend: 2 days in a week.
Work Schedule: 7PM to 4AM or 12AM to 9AM (subject to further discussion)
Training Period: Initial 2 months (7PM to 4AM)
Probation: 4 months after Training.

Educational Requirements
Bachelor/Honors
Skills Required: Microsoft Office Suite, MICROSOFT OFFICE, outlook, Fluent in English Speaking, Very good team player, Good English communication skills (verbal and Written), Presentable in Appearance and Attitude, Proactive and Positive attitude, Should have capability to work under pressure, Effective English communication skills

Salary
Tk. 40000 (Monthly)", Radiant Data Systems Ltd
Territory Sales Manager (TSM) - ,"Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"MEP Group is looking for Territory Sales Manager (TSM)

Job Description / Responsibility
MEP Group is a well-known Electric and Electronic product manufacturing Company which is located in Barishal. MEP was established in 1974 as a private company at BSCIC Industrial State, Barishal, with a factory located in Barishal and Head office in Bijoy Nagar, Dhaka. MEP growing company is currently manufacturing near about 1,600 types of electrical and electronics items. To keep pace with its growth, MEP is looking for young professionals who can comply with regulatory and business requirements.
Supervise Field Officer (FO) and distributor to achieve given sales Target.
Make a Territory Sales plan.
Distributors Networking, New Distributor opening etc.
Responsible for meeting defined territory`s Sales Target.
Developing and implementing effective sales strategies.
Preparing sales reports and customer databases.
Develop and implement the strategy to drive top-line growth in existing as well as a new client.
Ensure the successful achievement of the company`s sales goals across all its regions.
Should have a strong relationship, traders` sales & marketing skills and maintain liaison with customers as well as with the distributors.
Maintain all kinds of paperwork.
Fulfill assigned departmental tasks.

Educational Requirements
Bachelor degree in any discipline
Skills Required: ERP Sales, Knowledge of excel

Experience Requirements
At least 5 year(s)
The applicants should have experience in the following area(s): Handling Distributors or Dealers, Relationship Marketing, Sales & Marketing

Additional Requirements
The applicants should have experience in the following business area(s): lectrical & Electronic product, Group of companies.
Good market planner & good communication skills.
Ability to work in a team environment & under pressure.
Pleasant appearance, manner and etiquette.
Excellent communication skills both in English and Bangla.

Job Location
Anywhere in Bangladesh", MEP Group
"Sr. Executive (Sales & Marketing) - Paint, Paper, Food ","Dhaka, Bangladesh",On-site,Full-time,Executive,"Chemie Tech is looking for Sr. Executive (Sales & Marketing) - Paint, Paper, Food

Key Points
Raw material, Chemical, Indenting, Import, Paint, Paper, Food, LC,

Job Description / Responsibility
Responsibilities & Context:
Maintaining client relationships by providing technical support, product information, and application guidelines to develop new opportunities.
Mapping prospective target market and customers to prepare a complete database.
Sales activity for the relevant raw materials and active Paint, Paper, Food Raw materials, Chemicals, and Colours to identify new opportunities for potential growth.
Developing and maintaining long-lasting relationships with customers.
Ensuring frequent visits to the factory and Head Office and maintaining good relationships to ensure sales achievement.
Prepare and submit daily and monthly activity reports to superiors and principals.
Prepare and present sales presentations to prospective customers and regular follow-ups.
Prepare sales proposals, price negotiations, and commercial execution to achieve targets.
Delivery plan and maintain delivery time accordingly.
Any other task assigned by management.

Educational Requirements
HSC in Science
Diploma in Chemical Technology
Bachelor of Science (BSc) in Chemistry, Applied Chemistry or relevant areas.
Skills Required: Export/ Import through L/C, Sales & Marketing, Trading/ Wholesale/ Indenting, Sales Executive, Indenting Business

Experience Requirements
At least 1 year(s)
The applicants should have experience in the following business area(s):
Manufacturing (Light Engineering and Heavy Industry),Wholesale,Trading or Export/Import,Indenting Firm,Chemical Industries,Importer,Indenting

Additional Requirements
The applicants should have experience in the following business areas: Indenting, Trading, or Importing paint, paper, raw food materials, chemicals, and colors.
LC, TT, Local stock sales, Musok 6.3
Skills & Expertise: Chemical marketing, chemical sales, indenting firm, Sales & Marketing

Job Location
Dhaka", Chemie Tech
